player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,School_Yr,ht,porpag,adjoe,pfr,Date_Yr,pid,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
DEJUAN CLAYTON,Hartford,AE,16,66.9,99.3,22.2,41.6,51.74,0.7,8.9,28.3,17.2,94,120,0.783,39,95,0.411,22,78,0.282,0.0,2.1,69.4,Sr,74,1.56325,97.4936,2.4,2022,46161,30.0,72.0,9.0,23.0,0.4167,0.3913,0.0,0.0,0.0,102.822,106.414,2.66235,113.311,-1.49768,-0.0327253,-1.46496,-2.10782,36.8125,-1.36889,-0.738933,0.25,3.5,3.75,5.1875,1.5625,0.0,14.875,Scoring PG
TREVOR ANDERSON,Valparaiso,MVC,29,33.0,123.1,11.7,63.7,64.49,2.2,9.5,16.3,16.5,12,18,0.667,20,38,0.526,13,24,0.542,0.0,0.9,29.0,Sr,75,1.47766,115.415,2.2,2022,46178,13.0,20.0,7.0,18.0,0.65,0.3889,0.0,0.0,0.0,103.278,95.9495,1.53386,57.9977,3.11792,2.22671,0.891203,2.79751,14.2414,1.39477,1.40274,0.2759,1.1379,1.4138,1.2414,0.2069,0.0,3.1379,Combo G
CHEVEZ GOODWIN,USC,P12,33,36.7,102.2,21.0,53.8,54.24,10.5,15.8,6.3,19.4,31,58,0.534,77,142,0.542,0,1,0.0,2.3,1.2,40.6,Sr,81,1.23928,109.573,5.6,2022,46358,46.0,71.0,31.0,71.0,0.6479,0.4366,14.0,16.0,0.875,95.4158,88.8356,1.95798,93.9338,2.12177,0.385945,1.73583,1.76893,14.9091,-0.321419,2.09035,1.303,2.1818,3.4848,0.4848,0.303,0.3333,5.6061,C
MIKE HENN,Denver,Sum,18,63.3,96.8,15.0,53.5,56.37,2.5,13.5,10.7,20.8,19,25,0.76,17,39,0.436,24,60,0.4,0.7,0.8,25.3,Sr,80,0.675229,92.9398,4.1,2022,46366,10.0,24.0,7.0,15.0,0.4167,0.4667,0.0,0.0,0.0,118.898,114.575,1.1143,70.8996,-2.55758,-0.116128,-2.44146,-3.53036,25.2857,-1.20679,-2.32357,0.7143,2.7619,3.4762,1.1429,0.4286,0.1429,7.8095,Wing F
TY GRAVES,North Carolina Central,MEAC,13,24.6,67.4,12.9,29.3,31.72,1.8,4.6,6.0,17.3,2,2,1.0,1,9,0.111,5,20,0.25,0.0,1.4,6.9,Sr,70,-0.88405,59.3345,4.3,2022,46500,0.0,1.0,1.0,8.0,0.0,0.125,0.0,0.0,0.0,110.222,118.249,0.307163,17.4586,-8.81138,-4.90669,-3.90469,-10.6852,10.5714,-6.93251,-3.75267,0.2143,0.4286,0.6429,0.2857,0.2143,0.1429,1.8571,Scoring PG
JEREMY SHEPPARD,Rhode Island,A10,24,71.6,107.6,19.1,56.1,58.26,2.0,9.0,19.2,20.4,33,43,0.767,64,119,0.538,37,94,0.394,0.2,2.3,20.2,Sr,73,2.57032,110.116,1.8,2022,46503,34.0,63.0,30.0,56.0,0.5397,0.5357,0.0,0.0,0.0,102.244,99.4892,2.87084,124.173,2.57937,2.72378,-0.144412,3.42228,30.4167,2.57377,0.848512,0.5417,2.5417,3.0833,2.8333,1.2083,0.0417,11.3333,Scoring PG
TY GROCE,Butler,BE,15,83.7,115.5,21.8,56.7,59.31,5.6,18.7,13.9,12.0,37,50,0.74,73,125,0.584,16,46,0.348,2.8,2.3,29.2,Sr,80,3.67163,116.872,3.4,2022,46558,63.0,92.0,14.0,40.0,0.6848,0.35,14.0,15.0,0.9333,112.118,109.451,2.06765,97.3135,4.08734,3.48204,0.6053,3.34693,33.0,3.732,-0.385067,1.7778,5.1111,6.8889,2.0,1.3333,0.8889,15.1667,Wing F
CHRIS LESTER,New Hampshire,AE,18,33.1,88.3,15.2,31.4,38.17,7.4,9.1,6.4,11.3,16,25,0.64,7,21,0.333,6,30,0.2,0.0,1.2,49.0,Sr,78,-0.2003,80.8964,3.8,2022,46564,5.0,10.0,2.0,11.0,0.5,0.1818,0.0,0.0,0.0,103.231,109.115,0.833502,37.1075,-5.05648,-2.28391,-2.77257,-4.40746,14.3158,-2.97767,-1.42978,1.0526,1.2105,2.2632,0.5789,0.3158,0.0526,3.0,Wing F
DIMENCIO VAUGHN,Rider,MAAC,16,9.8,64.6,22.9,39.3,39.5,6.3,19.5,6.8,35.1,5,13,0.385,8,16,0.5,2,12,0.167,1.1,3.2,46.4,Sr,77,-0.402233,68.3951,6.9,2022,46569,6.0,10.0,2.0,6.0,0.6,0.3333,0.0,0.0,0.0,90.425,88.2236,0.931161,24.3944,-4.91508,-6.76797,1.85288,-7.21563,6.875,-8.71279,1.49716,0.375,1.125,1.5,0.25,0.375,0.0625,1.6875,Wing F
AHSANTE SHIVERS,Southern,SWAC,10,36.9,89.6,19.8,43.2,46.37,2.1,12.4,9.4,16.7,18,27,0.667,20,48,0.417,14,47,0.298,1.1,2.9,28.4,Sr,76,0.0562714,85.8299,3.4,2022,46573,5.0,14.0,15.0,34.0,0.3571,0.4412,0.0,0.0,0.0,95.878,100.636,2.74331,54.6023,-1.70348,-2.13845,0.434965,-2.10579,28.6,-2.36196,0.256171,0.5,3.1,3.6,1.3,1.5,0.3,10.0,Combo G
SHANDON GOLDMAN,Tennessee Tech,OVC,27,58.3,96.8,18.7,54.1,53.28,5.9,16.8,13.9,21.3,16,37,0.432,36,60,0.6,38,112,0.339,1.9,1.4,21.5,Sr,72,0.698047,93.876,3.5,2022,46582,31.0,46.0,5.0,14.0,0.6739,0.3571,4.0,6.0,0.6667,108.751,109.699,1.42167,114.525,-1.15053,-0.179142,-0.971388,-1.70198,23.4444,-0.46361,-1.23837,1.1852,3.3333,4.5185,1.5926,0.5926,0.4074,7.4815,Stretch 4
ANDRE JONES,Louisiana Monroe,SB,21,58.7,95.7,24.0,48.5,52.11,2.0,18.3,21.9,23.3,44,60,0.733,82,151,0.543,9,46,0.196,1.5,2.1,30.5,Sr,76,0.961346,95.6023,2.8,2022,46583,70.0,115.0,12.0,36.0,0.6087,0.3333,17.0,18.0,0.9444,98.0027,102.466,2.30329,119.831,-2.25415,-2.57031,0.316162,-1.56226,26.2727,-1.23216,-0.330104,0.5,4.5455,5.0455,3.1818,1.0455,0.4091,10.8636,Wing G
JOSH PARRISH,San Diego,WCC,14,68.5,103.0,19.5,56.1,57.68,4.4,10.6,13.2,17.6,27,43,0.628,57,100,0.57,2,7,0.286,1.0,1.7,40.2,Sr,76,1.9556,105.825,3.8,2022,46596,49.0,71.0,8.0,29.0,0.6901,0.2759,5.0,5.0,1.0,108.022,103.196,2.28741,65.3269,1.43799,0.777672,0.660322,0.571961,27.6429,0.306283,0.265678,1.1429,2.5,3.6429,1.7143,0.8571,0.2857,10.5,Wing G
TYLER STEWART,St. Francis PA,NEC,11,13.5,81.5,26.3,46.4,50.27,8.4,15.4,7.0,30.8,8,10,0.8,9,25,0.36,7,17,0.412,0.9,1.9,23.8,Sr,80,-0.00411946,85.1457,8.3,2022,46713,6.0,11.0,3.0,14.0,0.5455,0.2143,0.0,0.0,0.0,102.837,103.272,0.897703,23.2414,-8.51857,-6.00999,-2.50857,-7.10255,10.9091,-5.19974,-1.90281,0.8182,1.4545,2.2727,0.3636,0.3636,0.0909,4.2727,Stretch 4
NYSIER BROOKS,Mississippi,SEC,27,68.1,104.5,16.1,51.7,54.93,9.9,14.3,5.7,18.2,50,78,0.641,75,140,0.536,0,5,0.0,4.0,1.4,53.8,Sr,84,1.61271,102.315,3.2,2022,46727,51.0,76.0,24.0,65.0,0.6711,0.3692,27.0,34.0,0.7941,104.416,98.859,2.68456,133.821,1.85525,0.0885885,1.76666,-0.00103827,27.3704,-0.588984,0.587945,2.3704,3.3704,5.7407,0.7778,0.6296,0.963,7.4074,C
C.J. KEYSER,Old Dominion,CUSA,13,78.9,97.4,27.0,49.2,52.06,2.5,11.0,13.1,15.5,36,52,0.692,63,127,0.496,16,50,0.32,1.6,1.4,29.4,Sr,75,2.11414,104.571,3.4,2022,46793,40.0,66.0,23.0,61.0,0.6061,0.377,4.0,4.0,1.0,106.862,114.644,1.3804,66.8901,-3.96209,-0.752264,-3.20983,-1.33893,31.0714,1.18615,-2.52507,0.6429,3.0,3.6429,1.5,1.0,0.4286,16.5714,Wing G
JORDAN JONES,Marist,MAAC,21,53.5,102.1,24.7,59.1,60.26,10.6,18.1,9.6,22.3,42,68,0.618,78,132,0.591,0,0,0.0,11.1,1.6,51.5,Sr,80,1.47435,105.099,6.5,2022,46794,52.0,86.0,25.0,45.0,0.6047,0.5556,6.0,6.0,1.0,88.5708,93.6228,2.49889,107.036,3.86592,-1.88315,5.74907,1.7722,21.6667,-1.28454,3.05674,1.8571,3.5714,5.4286,0.8095,0.5714,1.9048,9.4286,C
PRECIOUS AYAH,Miami OH,MAC,22,30.7,104.8,15.7,57.6,58.56,10.9,15.2,3.5,23.5,5,7,0.714,34,58,0.586,0,1,0.0,5.6,1.7,11.9,Sr,78,0.505098,97.096,6.0,2022,46913,21.0,31.0,13.0,27.0,0.6774,0.4815,0.0,0.0,0.0,101.964,101.029,1.11882,56.3665,1.24524,-1.34807,2.59331,-0.98428,12.3913,-2.0721,1.08782,1.1739,1.6957,2.8696,0.2174,0.3478,0.6087,3.2174,PF/C
ANDREW GARCIA,Kent St.,MAC,25,42.8,106.2,23.9,53.6,58.12,13.4,12.6,5.9,20.5,51,67,0.761,81,148,0.547,1,6,0.167,1.7,1.8,43.5,Sr,78,1.90707,117.368,5.8,2022,46918,76.0,111.0,13.0,46.0,0.6847,0.2826,3.0,6.0,0.5,104.522,100.182,1.60782,82.3371,0.745101,1.32454,-0.579437,1.186,17.0385,1.43425,-0.248251,2.0769,1.8846,3.9615,0.5385,0.5769,0.2692,8.6538,PF/C
MICHAEL ALMONACY,Appalachian St.,SB,25,80.0,107.8,22.1,51.6,54.39,1.5,13.6,20.8,14.6,48,62,0.774,46,90,0.511,67,194,0.345,0.4,2.3,21.8,Sr,72,2.612,108.779,2.1,2022,46922,22.0,38.0,24.0,52.0,0.5789,0.4615,0.0,0.0,0.0,101.277,104.177,2.56271,141.651,1.31153,2.46951,-1.15799,2.2961,31.5172,2.33384,-0.0377354,0.4138,3.8621,4.2759,2.8276,1.3103,0.1379,12.6552,Combo G
DARIAN ADAMS,Jacksonville St.,OVC,25,85.6,103.4,24.3,51.0,54.8,2.5,12.2,17.4,20.4,73,95,0.768,76,154,0.494,54,154,0.351,0.1,1.5,30.8,Sr,75,2.50595,106.344,2.3,2022,46982,43.0,75.0,33.0,79.0,0.5733,0.4177,4.0,4.0,1.0,103.311,105.198,2.62128,149.015,0.429408,1.56706,-1.13765,0.519215,34.1481,1.51235,-0.993139,0.7037,3.9259,4.6296,3.0741,0.963,0.037,15.7037,Combo G
JANNSON WILLIAMS,Eastern Kentucky,ASun,22,59.9,106.0,17.4,53.4,54.37,3.3,16.1,2.5,8.9,17,26,0.654,35,56,0.625,40,122,0.328,8.7,1.5,14.6,Sr,81,1.39542,102.043,4.2,2022,47011,29.0,42.0,6.0,14.0,0.6905,0.4286,13.0,14.0,0.9286,95.9686,96.3218,2.57133,119.436,2.73913,0.582209,2.15692,2.12759,24.0909,1.01074,1.11685,0.6818,3.6364,4.3182,0.3636,0.6818,2.0455,9.4091,PF/C
JOSH AYENI,Chattanooga,SC,21,29.7,103.0,22.2,52.5,57.71,8.1,12.5,2.9,18.4,33,45,0.733,42,77,0.545,0,3,0.0,1.1,1.0,56.3,Sr,79,0.8828,103.917,7.8,2022,47026,32.0,47.0,10.0,30.0,0.6809,0.3333,1.0,1.0,1.0,103.855,104.541,1.07458,47.8472,-5.64286,-3.09141,-2.55145,-5.7202,13.6957,-4.48858,-1.23162,0.913,1.4348,2.3478,0.2174,0.2174,0.1304,5.5217,PF/C
JOSHUA TOMIAC,San Diego St.,MWC,27,38.7,110.4,17.6,53.1,56.09,11.3,13.4,7.8,17.8,25,36,0.694,44,74,0.595,5,23,0.217,4.1,2.3,37.1,Sr,81,1.26384,108.778,6.9,2022,47102,27.0,35.0,17.0,39.0,0.7714,0.4359,7.0,7.0,1.0,92.5132,89.7899,2.013,83.4574,5.95321,1.94757,4.00564,2.45224,15.6429,-0.199689,2.65193,1.4286,1.8929,3.3214,0.6071,0.6071,0.4286,4.5714,PF/C
JARED CHATHAM,Central Arkansas,Slnd,23,63.7,91.6,20.6,46.8,50.39,9.2,21.1,5.7,22.5,35,45,0.778,81,164,0.494,4,22,0.182,2.4,1.1,24.2,Sr,80,0.60227,92.068,3.1,2022,47187,56.0,99.0,25.0,65.0,0.5657,0.3846,13.0,15.0,0.8667,110.068,111.099,1.42845,118.697,-5.00876,-2.79103,-2.21773,-4.63833,25.2083,-1.99879,-2.63954,2.0417,4.875,6.9167,0.6667,0.5417,0.625,9.0417,PF/C
JACOB YOUNG,Oregon,P12,28,75.0,98.0,27.0,51.7,54.41,1.1,5.9,23.3,21.4,61,84,0.726,121,240,0.504,31,84,0.369,0.3,3.3,25.9,Sr,74,2.88591,112.97,2.5,2022,47191,75.0,128.0,46.0,112.0,0.5859,0.4107,7.0,8.0,0.875,101.416,93.4522,3.51999,141.196,1.88951,1.30928,0.58023,3.70727,30.1429,2.01462,1.69265,0.2857,1.6071,1.8929,3.3571,1.7143,0.0714,14.1429,Scoring PG
ANDREW JONES,Texas,B12,26,74.5,104.0,24.1,49.1,53.32,2.3,13.2,15.2,17.2,69,83,0.831,74,157,0.471,54,159,0.34,0.3,1.9,26.3,Sr,76,3.3522,116.481,2.3,2022,47192,47.0,84.0,27.0,73.0,0.5595,0.3699,6.0,7.0,0.8571,98.5923,93.0295,3.67441,145.921,4.45072,3.3029,1.14782,4.78432,31.3846,3.52418,1.26014,0.6154,3.8846,4.5,2.3077,1.0385,0.0769,14.5769,Wing G
SETH TOWNS,Ohio St.,B10,25,21.7,113.9,16.5,52.0,55.59,4.9,17.4,4.8,10.5,15,18,0.833,17,32,0.531,15,44,0.341,2.1,1.1,23.7,Sr,80,1.18517,117.119,4.4,2022,47197,4.0,10.0,13.0,22.0,0.4,0.5909,0.0,0.0,0.0,103.583,95.0174,1.19913,49.7221,3.75667,3.42469,0.33198,4.16777,10.88,3.13221,1.03555,0.44,1.72,2.16,0.28,0.2,0.2,3.76,Stretch 4
MIKEY DIXON,Idaho,BSky,20,59.0,104.0,18.5,43.0,48.08,1.7,8.2,10.2,10.4,37,46,0.804,39,88,0.443,19,69,0.275,0.0,0.5,29.3,Sr,74,1.27813,100.108,2.5,2022,47205,30.0,56.0,9.0,32.0,0.5357,0.2813,0.0,0.0,0.0,101.472,100.856,2.31427,69.5752,-1.02293,0.0991,-1.12203,-1.11962,23.4783,-0.813829,-0.305796,0.3478,1.6957,2.0435,1.3043,0.1739,0.0,8.2609,Wing G
JOHN PETTWAY,Tennessee Tech,OVC,24,87.6,97.6,18.4,53.7,55.05,4.8,7.8,10.5,23.3,37,60,0.617,108,201,0.537,1,3,0.333,1.4,2.2,29.4,Sr,75,1.11616,94.4367,2.8,2022,47224,85.0,140.0,23.0,61.0,0.6071,0.377,13.0,15.0,0.8667,106.844,110.995,1.97688,142.382,-2.63093,-1.85001,-0.780923,-2.87849,34.25,-1.82536,-1.05313,1.3214,2.5714,3.8929,1.9643,1.3929,0.3214,10.7143,Wing G
KELLON TAYLOR,McNeese St.,Slnd,16,79.7,94.1,19.8,50.8,52.62,5.1,16.8,12.7,21.7,32,55,0.582,63,119,0.529,0,5,0.0,0.7,1.2,44.4,Sr,78,0.729896,91.8548,3.8,2022,47236,47.0,81.0,16.0,38.0,0.5802,0.4211,1.0,1.0,1.0,99.9923,104.086,2.56277,92.8536,-2.18711,-2.4614,0.274286,-2.4885,31.875,-2.34135,-0.147157,1.25,4.25,5.5,2.0,0.6875,0.1875,9.875,Wing F
NAJEE GARVIN,Hampton,BSth,23,62.2,94.1,27.0,47.2,50.1,6.5,22.8,5.2,17.3,56,85,0.659,120,241,0.498,4,26,0.154,1.2,2.1,31.8,Sr,79,1.15997,98.1448,4.6,2022,47242,69.0,122.0,51.0,119.0,0.5656,0.4286,13.0,15.0,0.8667,96.2575,100.442,2.41312,135.802,-6.66481,-4.72131,-1.9435,-4.29213,25.6667,-2.66028,-1.63185,1.5833,5.4583,7.0417,0.6667,0.9583,0.2917,13.3333,Wing F
EVAN CLAYBORNE,UNC Asheville,BSth,19,55.3,100.4,18.0,61.1,55.61,8.6,21.2,6.3,18.8,14,49,0.286,66,108,0.611,0,0,0.0,7.3,0.9,45.4,Sr,78,0.74259,94.4494,5.3,2022,47405,61.0,90.0,5.0,18.0,0.6778,0.2778,27.0,31.0,0.871,98.8435,102.061,2.03507,95.5492,-0.822939,-2.47711,1.65417,-1.51691,23.7368,-1.96319,0.44628,1.7368,4.4737,6.2105,0.7895,0.3684,1.7368,7.6842,PF/C
JAKE KILLINGSWORTH,UC San Diego,BW,14,74.2,110.3,13.8,51.7,53.02,4.1,12.1,11.6,8.0,11,17,0.647,9,21,0.429,25,69,0.362,1.0,1.4,18.9,Sr,77,1.74768,102.235,1.4,2022,47408,7.0,13.0,2.0,8.0,0.5385,0.25,0.0,0.0,0.0,111.322,111.308,1.64153,68.0569,1.56588,2.51938,-0.953504,-0.0340885,27.8235,1.50094,-1.53503,0.8824,2.8235,3.7059,1.7647,0.5882,0.2941,8.4118,Wing G
TY FLOWERS,LIU Brooklyn,NEC,18,83.1,107.9,24.9,51.5,53.45,7.1,18.9,23.1,15.1,42,63,0.667,94,169,0.556,27,92,0.293,3.6,3.1,24.1,Sr,81,2.68696,108.564,2.3,2022,47421,71.0,109.0,23.0,60.0,0.6514,0.3833,14.0,16.0,0.875,94.2449,98.1882,3.35094,141.852,4.61038,2.30393,2.30644,5.93597,33.2222,4.06988,1.8661,2.3889,5.6667,8.0556,3.5556,1.8889,1.1667,17.2778,Stretch 4
BRISON GRESHAM,Texas Southern,SWAC,31,43.0,107.3,10.4,56.3,54.88,8.5,11.0,3.3,20.9,12,27,0.444,40,71,0.563,0,0,0.0,10.9,1.8,38.0,Sr,80,0.660987,96.3347,5.4,2022,47422,24.0,31.0,16.0,40.0,0.7742,0.4,11.0,13.0,0.8462,88.5115,86.6249,2.4241,107.077,8.34865,0.642724,7.70592,4.31747,17.1935,-0.676076,4.99355,1.3226,1.6774,3.0,0.3226,0.5161,1.4839,2.9677,C
DAMARI PARRIS,Prairie View A&M,SWAC,15,15.1,81.3,19.7,38.5,38.54,5.2,11.7,8.7,15.8,0,0,0.0,14,32,0.438,3,16,0.188,0.0,2.2,0.0,Sr,73,-0.232099,77.3557,2.5,2022,47423,3.0,5.0,11.0,27.0,0.6,0.4074,0.0,0.0,0.0,93.8446,99.8504,0.811979,20.2055,-7.66494,-5.65206,-2.01288,-5.23592,8.4667,-3.61233,-1.62358,0.4,0.8667,1.2667,0.4,0.3333,0.0,2.4667,Wing G
DALLAS WALTON,Wake Forest,ACC,26,30.2,120.0,20.2,59.5,65.86,6.8,16.0,6.7,17.8,49,58,0.845,46,81,0.568,9,19,0.474,5.0,1.9,58.0,Sr,84,2.14599,126.805,6.1,2022,47507,22.0,31.0,24.0,50.0,0.7097,0.48,11.0,11.0,1.0,93.0581,88.2284,2.01575,81.5532,7.31854,3.10571,4.21283,5.77606,14.8846,2.15716,3.61889,0.8077,2.0,2.8077,0.5,0.4615,0.6538,6.4615,PF/C
XAVIER BISHOP,Montana St.,BSky,21,81.2,100.2,25.5,44.8,50.86,0.7,11.4,25.2,16.1,77,99,0.778,65,161,0.404,29,81,0.358,0.0,1.3,40.9,Sr,68,2.11411,104.021,3.0,2022,47555,42.0,86.0,23.0,75.0,0.4884,0.3067,0.0,0.0,0.0,105.996,107.462,2.23003,111.585,-1.66672,0.566946,-2.23367,-1.8491,32.8182,0.181113,-2.03021,0.1818,2.9545,3.1364,3.8636,0.6818,0.0,13.9091,Scoring PG
DYLAN PAINTER,Delaware,CAA,14,76.1,106.6,26.5,51.5,57.39,13.7,30.4,14.2,19.9,61,84,0.726,67,129,0.519,0,1,0.0,3.7,0.7,64.6,Sr,72,2.72547,111.068,2.9,2022,47566,61.0,109.0,6.0,20.0,0.5596,0.3,12.0,13.0,0.9231,94.5582,95.2173,3.38285,94.3192,1.78366,-0.265889,2.04955,2.6564,30.2667,2.29121,0.365194,3.3333,8.1333,11.4667,1.9333,0.3333,1.0667,13.4667,C
JOHN HALL,UMass Lowell,AE,18,46.2,75.2,16.1,38.1,39.88,4.2,15.1,6.2,24.3,10,19,0.526,20,35,0.571,7,45,0.156,2.1,1.7,23.8,Sr,79,-1.03493,69.1191,3.3,2022,47585,16.0,22.0,4.0,13.0,0.7273,0.3077,3.0,3.0,1.0,97.8437,99.9253,1.75284,60.4221,-4.36511,-5.0592,0.694086,-4.95557,17.5909,-4.98161,0.0260351,0.8182,2.2273,3.0455,0.5909,0.5,0.3182,3.8636,Stretch 4
BROCK BERTRAM,Buffalo,MAC,18,30.4,127.4,9.5,62.5,61.72,14.0,14.2,2.0,15.3,7,13,0.538,25,40,0.625,0,0,0.0,6.4,2.2,32.5,Sr,83,1.27257,107.944,3.4,2022,47600,17.0,29.0,7.0,10.0,0.5862,0.7,0.0,0.0,0.0,95.4023,93.1822,1.9112,66.198,5.50071,1.37888,4.12183,3.87893,16.3889,1.50056,2.37837,2.2778,2.2778,4.5556,0.2222,0.6667,1.1111,3.1667,C
HARRISON HENDERSON,Central Michigan,MAC,19,45.7,99.4,24.7,48.8,52.98,12.0,27.2,5.1,17.1,46,71,0.648,52,97,0.536,5,25,0.2,2.1,1.6,58.2,Sr,83,1.0001,101.03,5.2,2022,47675,32.0,53.0,19.0,42.0,0.6038,0.4524,8.0,9.0,0.8889,92.6788,100.345,1.71771,77.1558,-3.76792,-2.57302,-1.1949,-2.58706,18.6316,-1.15246,-1.4346,1.8947,4.4211,6.3158,0.4211,0.5263,0.3684,8.6842,PF/C
BITUMBA BARUTI,Florida Atlantic,CUSA,16,54.9,98.6,14.9,46.0,47.31,5.5,13.4,8.5,9.8,12,21,0.571,24,54,0.444,15,47,0.319,3.6,2.5,20.8,Sr,79,0.731601,93.7978,3.1,2022,47679,14.0,25.0,10.0,29.0,0.56,0.3448,3.0,4.0,0.75,97.0336,95.5821,2.71276,81.3012,3.1644,0.205301,2.9591,1.9017,24.7059,0.0139191,1.88778,1.2941,2.8824,4.1765,0.9412,1.0588,0.7059,6.7647,Wing F
SAMMY FRIDAY IV,Eastern Illinois,OVC,21,33.7,112.5,23.5,60.0,60.59,13.1,16.5,4.9,15.1,36,60,0.6,75,125,0.6,0,0,0.0,2.4,0.9,48.0,Sr,81,1.73735,114.258,4.3,2022,47769,63.0,103.0,12.0,22.0,0.6117,0.5455,5.0,7.0,0.7143,106.943,108.094,1.14783,63.8432,-3.76224,-0.222017,-3.54022,-2.27357,17.5714,0.797463,-3.07103,2.0952,2.4762,4.5714,0.381,0.2857,0.381,8.8571,C
KHADIM SY,Wake Forest,ACC,14,13.8,97.3,16.0,47.7,48.92,6.7,12.3,5.1,19.1,2,2,1.0,13,27,0.481,5,16,0.313,3.1,2.3,4.7,Sr,72,0.433593,96.542,4.1,2022,47782,8.0,12.0,5.0,15.0,0.6667,0.3333,2.0,2.0,1.0,94.5678,90.1698,1.42476,29.4997,1.6879,-0.615927,2.30383,1.17782,11.0714,-0.601312,1.77913,0.6429,1.1429,1.7857,0.2857,0.4286,0.2857,3.0714,Stretch 4
DARON HENSON,Seattle,WAC,13,9.8,76.2,17.1,21.7,29.01,8.2,15.0,2.4,4.4,5,6,0.833,2,2,1.0,2,21,0.095,0.0,1.5,26.1,Sr,80,-0.265976,71.842,5.9,2022,47901,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,103.224,101.575,0.509214,13.2495,-7.27152,-3.65142,-3.6201,-9.12623,7.0588,-6.3564,-2.76983,0.4706,1.0,1.4706,0.0588,0.1176,0.0,1.4706,PF/C
KOBY MCEWEN,Weber St.,BSky,27,74.6,97.6,20.7,47.2,51.78,1.1,12.0,19.9,21.5,60,79,0.759,54,122,0.443,36,107,0.336,0.8,1.3,34.5,Sr,76,1.88406,103.461,4.5,2022,47904,34.0,64.0,20.0,58.0,0.5313,0.3448,1.0,1.0,1.0,104.101,98.3572,2.99078,135.413,1.64975,0.978884,0.670867,-0.126111,29.963,-0.749904,0.623793,0.2593,3.3333,3.5926,2.963,0.6667,0.2222,10.2222,Combo G
JUSTIN ROBERTS,Niagara,MAAC,14,45.5,109.4,14.7,48.1,54.92,0.9,11.8,9.6,10.3,26,29,0.897,4,17,0.235,23,63,0.365,0.0,1.2,36.3,Sr,70,1.40445,100.823,3.0,2022,47913,1.0,5.0,3.0,12.0,0.2,0.25,0.0,0.0,0.0,102.891,107.867,1.74925,57.1853,-1.50525,0.729631,-2.23488,-1.18337,26.0,-0.0767343,-1.10664,0.2143,2.5,2.7143,1.2143,0.5,0.0,7.3571,Combo G
JASON CARTER,Ohio,MAC,21,65.8,98.2,14.6,41.2,43.61,8.4,15.7,9.3,13.4,22,40,0.55,35,70,0.5,8,44,0.182,2.8,1.4,35.1,Sr,80,0.778403,93.7833,2.9,2022,47914,25.0,39.0,10.0,31.0,0.641,0.3226,6.0,6.0,1.0,100.386,95.9212,2.86027,105.526,2.5575,0.352249,2.20525,0.496163,26.619,-0.582799,1.07896,1.9524,4.0,5.9524,1.5238,0.6667,0.7143,5.5238,Stretch 4
TRE CLARK,Rice,CUSA,19,23.0,63.1,12.0,28.1,27.93,6.6,12.1,7.3,30.7,2,8,0.25,9,26,0.346,0,6,0.0,3.5,2.7,25.0,Sr,77,-1.25185,55.4536,3.5,2022,47979,7.0,21.0,2.0,6.0,0.3333,0.3333,3.0,4.0,0.75,101.176,102.321,1.04739,48.8166,-3.29557,-5.70039,2.40482,-4.97903,12.9524,-5.92938,0.950353,0.9048,1.7619,2.6667,0.7143,0.5714,0.381,1.9524,Wing G
KAMERON MCGUSTY,Miami FL,ACC,20,61.4,99.9,22.5,50.0,53.93,1.7,11.3,18.7,19.2,46,56,0.821,74,145,0.51,24,75,0.32,0.2,2.2,25.5,Sr,77,2.48533,106.899,1.2,2022,47998,37.0,59.0,37.0,86.0,0.6271,0.4302,2.0,2.0,1.0,106.0,99.6471,3.17039,112.75,0.80128,1.316,-0.514722,1.11272,33.3,1.01591,0.0968125,0.5,3.25,3.75,2.8,1.25,0.05,13.3,Combo G
JORDAN SHEPHERD,California,P12,24,83.2,95.8,22.2,48.3,53.78,0.8,12.1,19.7,20.6,76,104,0.731,82,162,0.506,13,48,0.271,1.3,2.2,49.5,Sr,76,1.51247,98.3586,2.1,2022,48004,50.0,89.0,32.0,73.0,0.5618,0.4384,7.0,8.0,0.875,101.288,102.276,2.88347,142.059,-1.73439,-1.53823,-0.196154,-0.896052,34.28,-1.13609,0.24004,0.2,3.28,3.48,2.88,1.36,0.48,11.92,Combo G
